net,length_um
net3292,190.33
_16395_,190.28
net2224,190.13
_12147_,190.12
net3026,189.44
net4449,189.26
net3301,189.2
net3215,189.17
_14535_,189.15
_06213_,188.92
net4858,188.775
net2977,188.71
net802,188.7
net2018,188.65
net3177,188.54
net1316,188.5
net2441,188.5
net2984,188.33
net4528,188.23
net767,188.19
net2355,188.04
_10633_,187.97
net4544,187.87
net4389,187.85
net1964,187.77
net3416,187.7
_21149_,187.19
net4367,186.82
net2570,186.62
net2666,186.56
_12497_,186.39
net3123,186.38
net2389,186.34
net3240,186.22
net2484,186.07
_15002_,185.98
net1968,185.92
net4226,185.89
net4580,185.84
net1584,185.57
net2421,185.56
clknet_6_52_0_clk,185.44
net3303,185.36
clknet_leaf_346_clk,185.34
_10781_,185.295
net3488,185.28
net1708,185.26
net3422,185.16
net3414,184.96
_11412_,184.85
_10424_,184.72
net2377,184.66
net1831,184.62
net2577,184.56
net3950,184.48
_07864_,184.46
net1320,184.265
net2689,184.07
net2912,183.96
net2518,183.78
net3266,183.69
net4602,183.69
clknet_6_49_0_clk,183.66
_12543_,183.58
net2521,183.55
net3794,183.26
net4507,183.22
_09673_,183.12
net3455,182.96
_09734_,182.9
net1891,182.9
_12787_,182.88
clknet_6_35_0_clk,182.87
net4795,182.855
net814,182.76
net1567,182.74
_17113_,182.72
net3590,182.69
_11809_,182.675
net2528,182.56
_21078_,182.38
net2585,182.32
_15814_,182.015
net3647,182.01
net2308,181.85
_14723_,181.685
net2445,181.68
net3844,181.64
_09905_,181.55
net4587,181.24
_23137_,181.18
net2511,181.13
net1781,181.12
net4808,181.085
clknet_6_60_0_clk,181.06
net4516,180.83
net4497,180.7
_14155_,180.5
_10436_,180.48
net789,180.4
net4668,180.18
net3002,180.11
net3237,180.08
net2049,179.95
net4834,179.94
net4438,179.91
net3879,179.89
net4444,179.89
_09628_,179.79
_15812_,179.73
net2453,179.7
net4546,179.66
net1479,179.6
_09672_,179.38
clknet_leaf_157_clk,179.38
net1876,179.33
net1515,179.22
net4452,179.06
net1402,179.015
net4129,178.99
_10053_,178.955
net1772,178.91
net611,178.78
net1306,178.715
net1978,178.68
net1552,178.62
net1653,178.56
net1474,178.54
net2394,178.52
_14536_,178.415
net324,178.38
net3001,178.32
net3050,178.28
net1472,178.26
net3143,178.26
net4563,178.23
net3823,178.18
net3355,178.14
_13673_,178.13
net4558,178.1
net4851,178.095
net2235,177.98
clknet_leaf_336_clk,177.97
net2878,177.92
net4368,177.82
net3529,177.73
net3251,177.68
net1311,177.65
net3667,177.54
net2468,177.5
net2959,177.42
_18950_,177.38
net3665,177.34
net3635,177.06
net3868,177
net2903,176.94
_10646_,176.88
net4476,176.82
net4607,176.69
net1962,176.58
net1889,176.53
net3164,176.44
_16219_,176.2
net3604,176.12
clknet_leaf_156_clk,175.64
net1477,175.59
net2662,175.4
clknet_leaf_313_clk,175.4
clknet_leaf_319_clk,175.34
net806,175.31
net2700,175.3
net2649,175.28
net1780,175.26
net2488,175.21
net3809,175.21
net3478,175.03
net2695,174.99
net3701,174.98
net4537,174.85
net4596,174.77
net3968,174.69
_10789_,174.68
net4500,174.65
_10299_,174.64
net1886,174.64
net3317,174.44
net3546,174.3
net4672,174.26
net4045,174.22
net3350,174.19
net2956,174.13
net597,174.1
_11331_,174.08
net4514,174.06
net1815,174.04
net4752,173.98
net2388,173.97
clknet_6_40_0_clk,173.93
net2539,173.89
clknet_6_57_0_clk,173.81
net1489,173.8
_12382_,173.795
_10102_,173.78
net3947,173.78
net4406,173.76
net3003,173.66
net4523,173.56
net4577,173.55
net3437,173.52
net2901,173.44
net1043,173.34
_10594_,173.32
net4427,173.32
net1880,173.28
clknet_6_3_0_clk,173.18
net1980,173.02
net3262,172.99
net4568,172.95
net2976,172.57
net2948,172.54
net3644,172.49
net1845,172.44
net2439,172.42
net1662,172.4
net3278,172.35
net3112,172.25
net3359,172.22
net1728,172.16
net3773,172.16
net3425,172.13
_12109_,172.07
net2510,172.06
clknet_leaf_492_clk,171.98
net2612,171.9
net2354,171.78
net2992,171.74
net3704,171.72
net1586,171.68
genblk13\[2\].QEM_b.calib_state\[3\],171.66
_12650_,171.565
net2658,171.52
net2474,171.5
_18822_,171.33
_11055_,171.14
net4562,171.09
net4531,171.04
net3520,171.03
net645,170.98
net3470,170.98
net4447,170.93
net3500,170.92
_09895_,170.89
net3396,170.87
net3728,170.86
net3313,170.72
net3311,170.69
net2928,170.66
net4495,170.64
net1483,170.63
net2078,170.62
_14352_,170.45
net3203,170.38
_23064_,170.36
net1291,170.3
net3565,170.26
net4581,170.1
net2415,170.09
net2818,170.09
net3196,170.08
net3484,169.93
net3524,169.84
net4418,169.84
net4744,169.815
net3788,169.76
_12172_,169.67
net3321,169.67
net2256,169.61
clknet_leaf_345_clk,169.605
net4755,169.54
net3475,169.46
net4569,169.46
net2505,169.42
net2699,169.13
net3786,169.09
_10268_,169.075
_27125_,169.04
net2779,168.92
net4386,168.92
net3105,168.91
net3755,168.91
net3654,168.88
net3004,168.74
net4263,168.68
net3433,168.6
net2845,168.5
net1015,168.49
net2223,168.49
net2021,168.37
net3551,168.27
_12630_,168.16
net3720,168.08
_14361_,168.06
net4472,168.05
net3502,167.9
net3712,167.84
_08972_,167.79
genblk11\[2\].SCG_b.state\[0\],167.58
_10556_,167.435
net3563,167.39
_10989_,167.37
_11953_,167.31
net3154,167.17
net2946,167.16
net3580,167.07
net2270,167.04
net3091,166.94
_11315_,166.92
_10527_,166.9
net4762,166.85
_14722_,166.8
_10311_,166.79
net3715,166.72
net1585,166.69
net2642,166.6
net1572,166.49
net4728,166.335
net1593,166.33
net2890,166.31
net2012,166.2
net1574,166.15
clknet_leaf_284_clk,166.02
net3801,165.99
net4540,165.92
net1604,165.87
_12330_,165.84
net1998,165.84
net2531,165.8
_23047_,165.725
net3365,165.66
net2974,165.36
_10600_,165.345
net3390,165.29
_09896_,165.24
net1861,165.23
net3129,165.17
net4757,165.16
net3504,165.07
net3152,165.03
net2914,164.83
net4584,164.82
net2056,164.77
net3549,164.68
net4675,164.61
net4674,164.56
net3671,164.55
net1860,164.53
net3160,164.52
net3328,164.45
net3409,164.42
net3069,164.32
net2000,164.3
net2383,164.28
net3045,164.28
net3571,164.22
net2631,164.18
net4595,164.12
_06904_,164.1
_12134_,164.05
net3991,164.04
net4245,163.97
net1540,163.89
net2255,163.82
_19592_,163.795
net2751,163.7
net4619,163.58
net3617,163.57
net1610,163.39
net2357,163.39
net3521,163.26
net3875,163.24
_10498_,163.205
net1312,163.2
net3190,163.14
net1528,163.13
net1007,163.01
net3579,162.98
_11174_,162.95
net1843,162.92
net2247,162.89
net2285,162.84
net3298,162.84
net2110,162.77
net768,162.76
_09438_,162.72
net3212,162.71
net3134,162.64
net3506,162.315
net2907,162.3
net3179,162.23
net2296,162.21
clknet_6_39_0_clk,162.2
net3322,162.16
net1756,162.12
net3187,162.01
_11030_,162.005
net1207,161.98
net1820,161.95
net2284,161.92
net3851,161.84
net4631,161.755
clknet_leaf_20_clk,161.74
net1208,161.7
net1943,161.68
net4396,161.59
net2930,161.48
net3428,161.45
_10351_,161.435
net3378,161.33
net4436,161.28
net2767,161.24
net2945,161.1
net2396,161.09
net2062,161.06
net3157,160.94
net3432,160.93
net2033,160.92
net3404,160.9
clknet_6_53_0_clk,160.84
net1796,160.72
net2786,160.7
net3085,160.51
net1396,160.46
net4434,160.42
net1495,160.39
net3574,160.35
net1475,160.24
net3393,160.23
net3326,160.18
net3198,160.16
net4503,160.08
net4509,159.89
net3399,159.85
net3589,159.8
net2734,159.78
_10715_,159.775
net3072,159.73
clknet_6_41_0_clk,159.72
net2960,159.68
net917,159.67
net2874,159.67
net3558,159.64
_10279_,159.55
net4816,159.54
_11171_,159.52
net734,159.48
_12426_,159.36
net2648,159.35
net2582,159.32
_23131_,159.24
_06210_,159.22
net3578,159.16
_11201_,159.1
net2269,159.1
net3130,159.1
_23478_,158.98
net755,158.87
_23354_,158.84
clknet_6_61_0_clk,158.77
net1317,158.76
net2408,158.72
net752,158.68
net3805,158.62
net4426,158.61
net606,158.58
clknet_6_45_0_clk,158.54
_18634_,158.495
_09525_,158.46
_17487_,158.45
net1041,158.44
clknet_leaf_119_clk,158.41
_10512_,158.395
net4866,158.345
net3461,158.33
net3319,158.3
net1596,158.25
net2861,158.23
clknet_leaf_84_clk,158.23
net2925,158.22
net3331,158.18
net3302,158.06
net3706,158.03
net2335,158
net3550,157.95
net4533,157.93
net3239,157.88
net2002,157.82
net2989,157.78
_10726_,157.705
net1498,157.7
_12249_,157.57
_14168_,157.56
net2471,157.56
net3146,157.42
net3849,157.39
_26502_,157.34
clknet_leaf_470_clk,157.26
net2003,157.16
net2836,157.08
net3073,156.93
net2332,156.74
net3041,156.71
net1350,156.705
net4259,156.68
_12107_,156.66
net3075,156.66
net1473,156.65
net3082,156.62
net4505,156.59
net3847,156.52
net4524,156.45
net3514,156.38
net1992,156.34
net3063,156.3
net1339,156.285
net4355,156.23
genblk11\[2\].SCG_b.cur_accel\[30\],156.225
net3489,156.2
net2221,156.17
net3743,156.17
net3584,156.16
_15184_,156.14
net1842,156.12
net3640,156.11
_26487_,156.07
net4249,156.07
net3364,156.01
_10013_,155.81
net4547,155.78
net1230,155.69
genblk4\[1\].I2C_b.o_sda,155.68
net3645,155.66
_11839_,155.635
net776,155.58
net1819,155.58
net4574,155.5
_09749_,155.495
_06843_,155.49
net3542,155.35
_09742_,155.3
net3668,155.25
net3539,155.24
net1453,155.2
net3731,155.19
net1885,155.18
net4658,155.06
_23733_,154.945
net1857,154.9
net1012,154.855
net2520,154.8
net1001,154.79
net3354,154.75
net2300,154.74
net1994,154.67
net2979,154.66
net3769,154.66
net1290,154.6
net3661,154.52
net2209,154.37
net1476,154.32
net2344,154.24
net3505,154.16
net3083,154.04
net4609,154
net2401,153.98
net826,153.87
net3554,153.78
net3165,153.56
net1776,153.49
net2328,153.23
clknet_leaf_414_clk,153.2
net3226,153.18
net3139,153.17
net4462,153.07
net3114,152.92
net2297,152.91
net4428,152.88
net2987,152.86
_10740_,152.84
net4519,152.84
net3009,152.74
net3366,152.7
net3745,152.69
_25862_,152.68
net3622,152.64
net2428,152.58
net2475,152.48
net3845,152.47
net3047,152.45
net3067,152.33
net3424,152.31
_21155_,152.23
net2698,151.96
net2179,151.88
net3493,151.84
net500,151.82
net1554,151.8
net1456,151.79
net1583,151.74
net2219,151.6
net1167,151.59
net3253,151.58
net4634,151.44
net1298,151.36
net3759,151.33
net664,151.31
net3312,151.27
_12533_,151.26
net759,151.25
net366,151.24
net3642,151.21
_11811_,151.06
net3191,151.06
net1433,150.995
net1853,150.99
net2980,150.98
net4552,150.98
net3454,150.96
net1637,150.91
net2644,150.89
net2640,150.88
_10991_,150.59
net336,150.48
net1974,150.31
net1459,150.3
net2986,150.28
net3806,150.185
net3466,150.18
net2007,150.13
net3097,150.12
clknet_leaf_70_clk,150.105
net1168,150.05
net3754,150.02
net1955,149.95
net1490,149.88
net2863,149.8
net1271,149.76
net1741,149.76
net3373,149.75
net3873,149.74
net3473,149.73
_14534_,149.675
genblk13\[1\].QEM_b.count\[28\],149.64
net3155,149.57
net2164,149.52
net3556,149.41
net3664,149.24
net3628,149.2
net1972,149.18
net781,149.1
net1096,149.055
_09587_,149.035
net3005,148.98
net2087,148.975
net3349,148.78
net3610,148.78
net1656,148.77
net1961,148.755
net3267,148.72
net2853,148.62
net3308,148.61
net2601,148.59
net3361,148.53
net2653,148.52
net2873,148.5
net436,148.48
net3908,148.48
genblk13\[1\].QEM_b.count\[20\],148.44
net2438,148.425
net1051,148.42
net3462,148.36
net3044,148.34
_11018_,148.27
net1869,148.255
net1882,148.25
net2515,148.22
net3561,148.22
net2926,147.98
net4623,147.98
net1463,147.96
net2310,147.86
clknet_6_33_0_clk,147.84
net370,147.83
net3458,147.79
net3315,147.65
net1471,147.64
net3883,147.64
net4420,147.64
net3372,147.63
net4293,147.6
net3626,147.55
net1260,147.54
net1919,147.54
net4435,147.54
net1454,147.49
net460,147.4
net1824,147.4
net852,147.33
net3557,147.32
net2780,147.28
_12679_,147.255
net1367,147.235
net2883,147.17
net3785,147.11
net1419,146.88
net2347,146.84
net2527,146.82
net3125,146.8
_17126_,146.76
_14734_,146.72
net3814,146.72
net469,146.7
net4840,146.69
clknet_leaf_12_clk,146.68
net3757,146.65
net1934,146.635
_10919_,146.58
net3460,146.56
_19182_,146.5
net774,146.38
net3386,146.36
net3221,146.3
net3633,146.28
net1671,146.25
_12133_,146.24
net4479,146.22
net1172,146.18
net1399,146.17
genblk6\[0\].PWM_b.pwm_period_div_r\[0\],146.16
net1985,146.16
net3705,146.145
net4485,146.07
net4489,146.02
clknet_leaf_143_clk,145.98
net4362,145.95
clknet_leaf_278_clk,145.94
net3912,145.86
_07848_,145.77
net3872,145.74
clknet_leaf_1_clk,145.74
net3309,145.6
net3456,145.44
net4598,145.42
net3447,145.4
net1099,145.37
_19190_,145.36
net1701,145.34
net3695,145.28
net2065,145.26
net2896,145.26
net3171,145.22
net4373,145.2
net1940,145.16
net4433,145.1
net1445,145.075
clknet_leaf_68_clk,145
net3637,144.97
net2661,144.96
_12062_,144.94
_10354_,144.81
net2899,144.81
_15589_,144.74
net3411,144.74
_05946_,144.73
_10012_,144.73
net3457,144.66
net4630,144.64
net2294,144.58
net2814,144.53
net2756,144.43
net1273,144.34
net4599,144.3
net1601,144.1
net1443,144.04
net3387,143.89
net3708,143.88
net3646,143.85
genblk2\[0\].SPI_b.SPI_Master_Inst.r_data_length\[1\],143.835
net2841,143.82
net3490,143.72
net2180,143.62
clknet_leaf_261_clk,143.56
net1384,143.52
net2559,143.51
genblk13\[2\].QEM_b.count\[0\],143.48
_21108_,143.42
net1055,143.4
_21068_,143.36
net1183,143.36
net2047,143.33
net3334,143.32
clknet_leaf_426_clk,143.28
net1279,143.16
_10267_,143.1
net3089,143.04
net3281,143.03
net3726,143.03
net1605,142.96
net4455,142.95
net2373,142.87
net1039,142.86
net2304,142.86
net2457,142.86
_11314_,142.83
net1877,142.83
net4659,142.65
net3294,142.64
net1657,142.56
_11354_,142.53
_14726_,142.44
net2943,142.41
net3541,142.3
net4662,142.3
net4031,142.28
net1723,142.26
net2616,142.24
_09814_,142.21
_14349_,142.19
net1452,142.17
net599,142.14
net1826,142.14
net2293,142.13
_11944_,142.11
net3939,142.07
net1048,142.04
net3467,142.02
net3748,141.96
net1232,141.95
net4695,141.95
net3725,141.9
_15000_,141.88
net2973,141.88
net3344,141.78
_08260_,141.77
net621,141.76
net343,141.74
net3426,141.72
net3333,141.7
net3678,141.7
net2812,141.68
net3581,141.68
clknet_leaf_393_clk,141.67
_16873_,141.64
net1534,141.53
net2791,141.485
clknet_leaf_221_clk,141.48
_08400_,141.43
net2187,141.36
net1609,141.32
net3058,141.3
net4416,141.3
net2143,141.24
net2496,141.24
net2494,141.19
_21787_,141.17
net4579,141.16
_09635_,141.04
net2611,141.04
net4670,141.04
net3338,140.96
net1418,140.92
net1484,140.92
net1892,140.8
net4532,140.76
genblk13\[1\].QEM_b.count\[3\],140.7
net1439,140.6
net2519,140.59
_05958_,140.55
net2338,140.54
net3687,140.54
net1469,140.49
_13180_,140.44
_09744_,140.42
net4044,140.38
net2684,140.32
net2423,140.3
genblk11\[2\].SCG_b.cur_speed\[25\],140.28
net292,140.2
net4460,140.18
net1529,140.16
net2417,140.16
net742,140.14
genblk13\[2\].QEM_b.count\[29\],140.12
net1635,140.02
net2246,140.02
clknet_leaf_395_clk,140.02
net2990,139.98
genblk9\[3\].UART_b.generatorInst.txClk,139.96
net2115,139.94
net753,139.91
net3186,139.87
net2825,139.82
net591,139.78
net3855,139.78
net2523,139.73
net3238,139.73
net3418,139.67
_22966_,139.66
net2352,139.66
net2472,139.66
net3007,139.62
_14721_,139.56
net2248,139.5
net3596,139.46
net4365,139.46
net2239,139.45
net4656,139.45
net3148,139.42
_22973_,139.39
net3024,139.39
net1688,139.38
net4625,139.36
_12248_,139.3
net3495,139.3
net1414,139.25
net4646,139.11
net3861,139.04
clknet_leaf_26_clk,139.04
net3133,139.02
_23731_,139.01
net3921,139.01
net1551,139
net3588,138.98
net662,138.975
net1778,138.96
net639,138.88
_06576_,138.86
net2204,138.77
net2909,138.7
net2387,138.66
net1229,138.54
net3209,138.5
net4663,138.47
net1924,138.44
net4354,138.43
net1056,138.33
net1695,138.3
clknet_leaf_279_clk,138.28
net2665,138.22
net4296,138.2
clknet_leaf_458_clk,138.18
net2353,138.07
net4450,138.02
net3600,138
net4677,138
net3136,137.98
net473,137.96
net2447,137.93
net2619,137.86
net1034,137.8
net1180,137.775
net2083,137.75
_09312_,137.68
net1645,137.68
net3727,137.68
net2189,137.67
net2508,137.67
_10435_,137.66
net3048,137.62
net2029,137.54
_14154_,137.48
net1761,137.4
genblk13\[1\].QEM_b.count\[24\],137.32
net1388,137.32
genblk11\[3\].SCG_b.c_accel_dur\[27\],137.315
net3016,137.23
net3832,137.22
_20983_,137.215
net3099,137.14
net4501,137.14
clknet_leaf_264_clk,137.14
clknet_leaf_19_clk,137.12
net445,137.11
net2672,137.08
clknet_leaf_459_clk,137.06
net3480,137.02
net3752,137.02
net1837,136.96
net2710,136.96
net4561,136.94
net482,136.92
net584,136.88
clknet_leaf_404_clk,136.72
clknet_leaf_22_clk,136.66
net4676,136.62
net400,136.6
clknet_leaf_403_clk,136.53
net550,136.5
genblk4\[0\].I2C_b.o_sda,136.49
net763,136.48
_19591_,136.465
net529,136.36
net3434,136.32
net3699,136.3
genblk11\[3\].SCG_b.cur_speed\[24\],136.27
net1920,136.26
net3273,136.26
_09639_,136.24
net1966,136.23
net553,136.22
net1211,136.2
net3356,136.2
net344,136.18
net3519,136.14
net2158,136.12
net3088,136.12
net627,136.08
net3042,136.02
_06614_,135.98
_10818_,135.98
net2346,135.98
net3636,135.88
net2766,135.87
_13356_,135.82
net3064,135.8
net3195,135.78
net4111,135.7
net885,135.67
net2703,135.62
net3442,135.62
net3533,135.56
net4856,135.56
net1360,135.55
net3663,135.54
net2107,135.46
net385,135.44
net2486,135.44
net3201,135.42
_13051_,135.34
net3257,135.34
net1543,135.28
net3967,135.24
net417,135.21
net1898,135.13
net2659,134.96
net3608,134.96
net2210,134.92
net4361,134.9
net3672,134.88
_14163_,134.815
_22969_,134.76
net4118,134.75
net2844,134.74
net4429,134.73
net4022,134.69
net3631,134.63
net2870,134.62
net3522,134.62
net1386,134.61
net3964,134.61
clknet_leaf_437_clk,134.6
net2070,134.57
net4555,134.56
net2905,134.54
net3230,134.54
net813,134.52
net3517,134.52
net3783,134.46
net3170,134.45
net1502,134.4
net2036,134.38
net666,134.37
net3103,134.35
net2213,134.3
net2975,134.26
net3304,134.18
net4770,134.14
net2316,134.12
net4378,134.09
genblk13\[3\].QEM_b.count\[18\],134.07
net2722,134.07
net1665,134.06
net4613,134.05
net1359,134.04
net2117,134.02
net1259,134
net2082,133.99
net3068,133.99
net3295,133.945
net2839,133.92
net383,133.88
net3465,133.86
net3117,133.83
net3722,133.8
net1029,133.76
net2263,133.76
net2806,133.755
net2226,133.74
net1557,133.73
net2553,133.72
net3615,133.72
net1509,133.6
net365,133.59
net3299,133.54
net4515,133.54
net2169,133.5
net1272,133.48
net4441,133.46
net3128,133.45
net3015,133.26
net3573,133.24
net4358,133.23
net1915,133.22
net1500,133.165
net2923,133.14
net3911,133.13
net2463,133.12
net2096,133.08
genblk13\[3\].QEM_b.count\[8\],133.06
net919,133.06
net4380,133.02
clknet_leaf_88_clk,133.02
_11131_,133.005
net993,133
net3204,132.93
net557,132.92
net2995,132.83
net3468,132.8
net398,132.78
net3169,132.74
clknet_leaf_235_clk,132.7
net2522,132.67
net1768,132.645
net1752,132.64
clknet_leaf_241_clk,132.64
net362,132.63
net1370,132.62
net3697,132.62
net3614,132.59
net2906,132.54
net4571,132.49
net507,132.42
net992,132.36
net1352,132.35
net4525,132.34
net3127,132.32
net1243,132.305
net3039,132.27
net1844,132.23
net3709,132.19
net4542,132.19
net3392,132.16
net377,132.14
net3599,132.14
net582,132.135
net462,132.12
net555,132.12
net2331,132.08
net2773,132.03
net1294,132.02
net3582,131.98
net1023,131.95
net3585,131.9
clknet_leaf_66_clk,131.88
net897,131.86
clknet_leaf_225_clk,131.84
net280,131.82
net1760,131.8
net2299,131.8
net4345,131.8
net1340,131.785
net3061,131.78
net2124,131.76
net2547,131.75
net3601,131.74
clknet_leaf_447_clk,131.72
net2985,131.7
net1377,131.655
clknet_leaf_450_clk,131.64
net2088,131.63
net2605,131.61
net4413,131.61
net3680,131.6
net3343,131.58
net3332,131.54
net471,131.52
net888,131.52
net3118,131.52
net1038,131.5
net3079,131.48
net1028,131.46
net2290,131.46
net3375,131.46
net1530,131.44
net2234,131.42
net1184,131.41
net1686,131.38
clknet_leaf_257_clk,131.38
net3210,131.36
net2473,131.35
net1579,131.31
net3207,131.27
net3241,131.24
net902,131.22
net1538,131.2
net3481,131.2
net4785,131.18
net2444,131.16
net4377,131.15
_23087_,131.145
net2208,131.06
net2630,131.06
net3996,131.04
clknet_leaf_338_clk,130.98
net1268,130.96
net4099,130.94
_23084_,130.86
net2279,130.84
net2491,130.84
_16749_,130.76
net4240,130.76
net1258,130.72
net2754,130.72
net413,130.7
net2267,130.65
_17063_,130.64
net3670,130.64
net2050,130.62
net1654,130.56
net3681,130.54
clknet_leaf_276_clk,130.54
net642,130.53
net659,130.53
net1939,130.48
net3613,130.47
net3881,130.47
net1289,130.42
net914,130.38
net1353,130.35
net558,130.34
net2954,130.31
clknet_leaf_21_clk,130.3
net3197,130.19
genblk11\[3\].SCG_b.cur_speed\[25\],130.18
net3621,130.18
net279,130.14
net2910,130.14
net505,130.13
net1833,130.13
net2898,130.12
net3108,130.09
net4526,130.09
net2225,130.08
net3450,130.08
net4241,130.08
net1658,130.07
net1976,130.06
net3652,130.06
net3158,130.05
net766,130.04
net3698,130.04
net2399,130.02
net3684,130.02
net4766,130
_25877_,129.96
net2228,129.88
net2370,129.86
net1505,129.82
net2682,129.82
net3211,129.82
net2010,129.78
net2372,129.76
net3620,129.76
net1449,129.74
net3692,129.64
net4686,129.62
_16924_,129.6
net3405,129.56
net3992,129.545
net2361,129.54
net3880,129.53
net984,129.52
net1782,129.52
net3821,129.52
clknet_leaf_46_clk,129.52
net3255,129.5
_11987_,129.44
net1650,129.44
net2411,129.42
net3314,129.42
net3998,129.34
net3174,129.32
net1597,129.31
net905,129.305
net2708,129.3
net3676,129.3
net3369,129.24
net3052,129.16
net1322,129.1
net1252,129.04
net2161,129.04
net3606,129.04
net1565,129.02
net1451,129.015
net920,129.01
net3486,129
net1517,128.98
net4518,128.94
net4566,128.93
net2614,128.92
net2340,128.86
